entry_time,exit_time,side,entry_price,exit_price,sl,tp,risk_usd,pnl_usd,equity,exit_type,gate,fgi,regime
2025-01-01T00:00:00+00:00,2025-01-02T04:00:00+00:00,SHORT,93810.0,95958.13,95958.13,90802.62,400.0,-400.32,9599.68,SL,ACTIVE,66.0,bear
2025-01-02T16:00:00+00:00,2025-01-06T12:00:00+00:00,LONG,97292.7,100003.37,95356.51,100003.37,383.99,537.27,10136.95,TP,ACTIVE,70.0,bull
2025-01-06T08:00:00+00:00,2025-01-06T16:00:00+00:00,LONG,99219.3,101153.57,97837.68,101153.57,405.48,567.35,10704.3,TP,ACTIVE,76.0,bull
2025-01-06T12:00:00+00:00,2025-01-07T12:00:00+00:00,LONG,102104.5,100417.22,100417.22,104466.69,428.17,-428.51,10275.79,SL,ACTIVE,76.0,bull
2025-01-07T08:00:00+00:00,2025-01-07T16:00:00+00:00,LONG,100787.0,99130.17,99130.17,103106.56,411.03,-411.36,9864.43,SL,ACTIVE,78.0,bull
2025-01-07T12:00:00+00:00,2025-01-08T04:00:00+00:00,LONG,97915.3,95968.16,95968.16,100641.3,394.58,-394.89,9469.53,SL,ACTIVE,78.0,bull
2025-01-08T00:00:00+00:00,2025-01-08T08:00:00+00:00,LONG,96504.1,94544.81,94544.81,99247.1,378.78,-379.08,9090.45,SL,ACTIVE,70.0,bull
2025-01-08T04:00:00+00:00,2025-01-08T16:00:00+00:00,LONG,95628.4,93659.67,93659.67,98384.62,363.62,-363.91,8726.54,SL,ACTIVE,70.0,bull
2025-01-08T12:00:00+00:00,2025-01-09T00:00:00+00:00,LONG,95450.0,93433.27,93433.27,98273.42,349.06,-349.34,8377.2,SL,ACTIVE,70.0,bull
2025-01-10T08:00:00+00:00,2025-01-13T08:00:00+00:00,SHORT,95030.5,91727.34,97389.9,91727.34,335.09,468.86,8846.05,TP,ACTIVE,50.0,bear
2025-01-13T04:00:00+00:00,2025-01-13T12:00:00+00:00,SHORT,93557.9,90974.52,95403.17,90974.52,353.84,495.1,9341.15,TP,ACTIVE,61.0,bear
2025-01-13T08:00:00+00:00,2025-01-13T20:00:00+00:00,SHORT,90827.5,92842.71,92842.71,88006.2,373.65,-373.94,8967.2,SL,ACTIVE,61.0,bear
2025-01-13T16:00:00+00:00,2025-01-14T00:00:00+00:00,SHORT,92274.8,94563.5,94563.5,89070.62,358.69,-358.98,8608.23,SL,ACTIVE,61.0,bear
2025-01-13T20:00:00+00:00,2025-01-14T08:00:00+00:00,SHORT,94485.3,96911.79,96911.79,91088.22,344.33,-344.6,8263.62,SL,ACTIVE,61.0,bear
2025-01-14T04:00:00+00:00,2025-01-14T12:00:00+00:00,SHORT,94823.3,97088.48,97088.48,91652.05,330.54,-330.81,7932.82,SL,ACTIVE,63.0,bear
2025-01-14T16:00:00+00:00,2025-01-15T12:00:00+00:00,SHORT,96496.5,98882.43,98882.43,93156.19,317.31,-317.57,7615.25,SL,ACTIVE,63.0,bear
2025-01-16T16:00:00+00:00,2025-01-17T12:00:00+00:00,LONG,100382.0,103545.14,98122.62,103545.14,304.61,426.21,8041.46,TP,ACTIVE,75.0,bull
2025-01-17T08:00:00+00:00,2025-01-17T16:00:00+00:00,LONG,102181.6,105281.9,99967.1,105281.9,321.66,450.06,8491.52,TP,ACTIVE,75.0,bull
2025-01-17T12:00:00+00:00,2025-01-19T20:00:00+00:00,LONG,103946.2,101668.97,101668.97,107134.32,339.66,-339.93,8151.59,SL,ACTIVE,75.0,bull
2025-01-19T16:00:00+00:00,2025-01-20T00:00:00+00:00,LONG,106247.9,103908.75,103908.75,109522.71,326.06,-326.32,7825.27,SL,ACTIVE,77.0,bull
2025-01-19T20:00:00+00:00,2025-01-20T04:00:00+00:00,SHORT,101311.5,104508.1,104508.1,97824.3,313.01,-313.26,7512.01,SL,ACTIVE,77.0,bear
2025-01-20T00:00:00+00:00,2025-01-20T08:00:00+00:00,SHORT,101874.5,104872.82,104872.82,97676.85,300.48,-300.72,7211.28,SL,ADVISORY,76.0,bear
2025-01-20T04:00:00+00:00,2025-01-20T16:00:00+00:00,LONG,107178.8,103116.74,103116.74,111610.14,288.45,-288.68,6922.6,SL,ACTIVE,76.0,bull
2025-01-20T12:00:00+00:00,2025-01-21T00:00:00+00:00,LONG,105008.7,101153.58,101153.58,110405.87,276.9,-277.13,6645.48,SL,ADVISORY,76.0,bull
2025-01-21T08:00:00+00:00,2025-01-27T04:00:00+00:00,LONG,103725.0,99567.75,99567.75,109545.15,265.82,-266.03,6379.45,SL,ADVISORY,76.0,bull
2025-01-27T00:00:00+00:00,2025-01-27T08:00:00+00:00,SHORT,101349.2,98222.38,103582.64,98222.38,255.18,357.04,6736.49,TP,ACTIVE,71.0,bear
2025-01-27T04:00:00+00:00,2025-01-27T12:00:00+00:00,SHORT,98996.3,101463.35,101463.35,95542.43,269.46,-269.68,6466.81,SL,ACTIVE,71.0,bear
2025-01-27T08:00:00+00:00,2025-01-27T16:00:00+00:00,SHORT,98700.0,101129.58,101129.58,95298.59,258.67,-258.88,6207.94,SL,ACTIVE,71.0,bear
2025-01-27T12:00:00+00:00,2025-01-28T12:00:00+00:00,SHORT,101070.8,103712.75,103712.75,97372.07,248.32,-248.52,5959.42,SL,ACTIVE,71.0,bear
2025-01-28T08:00:00+00:00,2025-01-30T04:00:00+00:00,SHORT,102717.9,105295.07,105295.07,99109.86,238.38,-238.57,5720.85,SL,ACTIVE,72.0,bear
