entry_time,exit_time,side,pnl_usd,equity,exit_type,regime
2023-02-22T00:00:00+00:00,2023-02-24T16:00:00+00:00,SHORT,241.92,8310.11,TP,bear
2023-02-24T12:00:00+00:00,2023-03-03T00:00:00+00:00,SHORT,249.17,8559.28,TP,bear
2023-03-02T20:00:00+00:00,2023-03-03T04:00:00+00:00,LONG,-171.32,8387.96,SL,bull
2023-03-03T00:00:00+00:00,2023-03-09T16:00:00+00:00,SHORT,251.5,8639.46,TP,bear
2023-03-09T12:00:00+00:00,2023-03-09T20:00:00+00:00,SHORT,259.05,8898.51,TP,bear
2023-03-09T16:00:00+00:00,2023-03-10T00:00:00+00:00,SHORT,266.81,9165.32,TP,bear
2023-03-09T20:00:00+00:00,2023-03-12T16:00:00+00:00,SHORT,-183.45,8981.87,SL,bear
2023-03-12T12:00:00+00:00,2023-03-12T20:00:00+00:00,SHORT,-179.78,8802.09,SL,bear
2023-03-12T16:00:00+00:00,2023-03-13T00:00:00+00:00,SHORT,-176.18,8625.9,SL,bear
2023-03-12T20:00:00+00:00,2023-03-13T12:00:00+00:00,LONG,258.64,8884.54,TP,bull
2023-03-13T08:00:00+00:00,2023-03-13T16:00:00+00:00,LONG,266.39,9150.94,TP,bull
2023-03-13T12:00:00+00:00,2023-03-14T12:00:00+00:00,LONG,274.38,9425.32,TP,bull
2023-03-14T08:00:00+00:00,2023-03-17T08:00:00+00:00,LONG,282.61,9707.93,TP,bull
2023-03-17T04:00:00+00:00,2023-03-19T16:00:00+00:00,LONG,291.08,9999.01,TP,bull
2023-03-19T12:00:00+00:00,2023-04-10T20:00:00+00:00,LONG,299.81,10298.82,TP,bull
2023-04-10T16:00:00+00:00,2023-04-11T00:00:00+00:00,LONG,308.8,10607.62,TP,bull
2023-04-10T20:00:00+00:00,2023-04-13T12:00:00+00:00,LONG,318.06,10925.68,TP,bull
2023-04-13T08:00:00+00:00,2023-04-17T08:00:00+00:00,LONG,-218.69,10706.99,SL,bull
2023-04-17T04:00:00+00:00,2023-04-17T12:00:00+00:00,LONG,-214.31,10492.68,SL,bull
2023-04-17T08:00:00+00:00,2023-04-19T08:00:00+00:00,LONG,-210.02,10282.66,SL,bull
2023-04-19T04:00:00+00:00,2023-04-19T12:00:00+00:00,LONG,-205.82,10076.84,SL,bull
2023-04-19T08:00:00+00:00,2023-04-20T12:00:00+00:00,LONG,-201.7,9875.14,SL,bull
2023-04-20T12:00:00+00:00,2023-04-21T16:00:00+00:00,SHORT,296.1,10171.24,TP,bear
2023-04-21T12:00:00+00:00,2023-04-26T08:00:00+00:00,SHORT,-203.59,9967.65,SL,bear
2023-04-26T04:00:00+00:00,2023-04-26T12:00:00+00:00,SHORT,-199.51,9768.14,SL,bear
2023-04-26T16:00:00+00:00,2023-04-27T00:00:00+00:00,SHORT,-195.52,9572.62,SL,bear
2023-04-26T20:00:00+00:00,2023-04-27T16:00:00+00:00,SHORT,-191.61,9381.01,SL,bear
2023-04-27T12:00:00+00:00,2023-05-10T16:00:00+00:00,SHORT,281.28,9662.29,TP,bear
2023-05-10T12:00:00+00:00,2023-05-11T12:00:00+00:00,SHORT,289.71,9952.01,TP,bear
2023-05-11T08:00:00+00:00,2023-05-12T16:00:00+00:00,SHORT,298.4,10250.41,TP,bear
2023-05-12T12:00:00+00:00,2023-05-14T12:00:00+00:00,SHORT,-205.17,10045.24,SL,bear
2023-05-14T08:00:00+00:00,2023-05-15T04:00:00+00:00,SHORT,-201.07,9844.17,SL,bear
2023-05-15T00:00:00+00:00,2023-05-24T12:00:00+00:00,SHORT,295.17,10139.34,TP,bear
2023-05-24T12:00:00+00:00,2023-05-26T12:00:00+00:00,SHORT,-202.95,9936.39,SL,bear
2023-05-27T08:00:00+00:00,2023-05-28T00:00:00+00:00,SHORT,-198.89,9737.5,SL,bear
2023-05-28T20:00:00+00:00,2023-05-31T04:00:00+00:00,LONG,-194.91,9542.6,SL,bull
2023-05-31T00:00:00+00:00,2023-05-31T08:00:00+00:00,LONG,-191.0,9351.59,SL,bull
2023-05-31T08:00:00+00:00,2023-06-05T12:00:00+00:00,LONG,-187.18,9164.41,SL,bull
2023-06-05T12:00:00+00:00,2023-06-06T16:00:00+00:00,SHORT,-183.43,8980.98,SL,bear
2023-06-06T12:00:00+00:00,2023-06-06T20:00:00+00:00,SHORT,-179.76,8801.21,SL,bear
2023-06-07T12:00:00+00:00,2023-06-14T20:00:00+00:00,SHORT,263.9,9065.11,TP,bear
2023-06-14T16:00:00+00:00,2023-06-15T00:00:00+00:00,SHORT,271.81,9336.92,TP,bear
2023-06-14T20:00:00+00:00,2023-06-16T12:00:00+00:00,SHORT,-186.89,9150.03,SL,bear
2023-06-16T08:00:00+00:00,2023-06-16T16:00:00+00:00,SHORT,-183.15,8966.88,SL,bear
2023-06-16T12:00:00+00:00,2023-06-17T04:00:00+00:00,SHORT,-179.48,8787.4,SL,bear
2023-06-17T00:00:00+00:00,2023-06-19T16:00:00+00:00,SHORT,-175.89,8611.51,SL,bear
2023-06-19T12:00:00+00:00,2023-06-20T16:00:00+00:00,LONG,258.21,8869.72,TP,bull
2023-06-20T12:00:00+00:00,2023-06-20T20:00:00+00:00,LONG,265.95,9135.67,TP,bull
2023-06-20T16:00:00+00:00,2023-06-21T00:00:00+00:00,LONG,273.92,9409.59,TP,bull
2023-06-20T20:00:00+00:00,2023-06-21T12:00:00+00:00,LONG,282.14,9691.73,TP,bull
2023-06-21T08:00:00+00:00,2023-06-21T16:00:00+00:00,LONG,290.6,9982.33,TP,bull
2023-06-21T12:00:00+00:00,2023-06-23T12:00:00+00:00,LONG,299.31,10281.64,TP,bull
2023-06-23T08:00:00+00:00,2023-07-06T08:00:00+00:00,LONG,308.28,10589.92,TP,bull
2023-07-07T04:00:00+00:00,2023-07-10T16:00:00+00:00,SHORT,-211.97,10377.95,SL,bear
2023-07-13T08:00:00+00:00,2023-07-13T16:00:00+00:00,LONG,311.17,10689.13,TP,bull
2023-07-13T12:00:00+00:00,2023-07-14T16:00:00+00:00,LONG,-213.95,10475.17,SL,bull
2023-07-14T12:00:00+00:00,2023-07-14T20:00:00+00:00,LONG,-209.67,10265.5,SL,bull
2023-07-14T16:00:00+00:00,2023-08-01T00:00:00+00:00,SHORT,307.8,10573.3,TP,bear
2023-08-01T00:00:00+00:00,2023-08-01T16:00:00+00:00,SHORT,-211.64,10361.67,SL,bear
2023-08-01T20:00:00+00:00,2023-08-02T12:00:00+00:00,LONG,-207.4,10154.27,SL,bull
2023-08-02T08:00:00+00:00,2023-08-02T16:00:00+00:00,LONG,-203.25,9951.02,SL,bull
2023-08-08T12:00:00+00:00,2023-08-08T20:00:00+00:00,LONG,298.37,10249.39,TP,bull
2023-08-08T16:00:00+00:00,2023-08-09T16:00:00+00:00,LONG,-205.15,10044.24,SL,bull
2023-08-09T12:00:00+00:00,2023-08-11T16:00:00+00:00,LONG,-201.05,9843.19,SL,bull
2023-08-11T20:00:00+00:00,2023-08-16T16:00:00+00:00,LONG,-197.02,9646.17,SL,bull
2023-08-17T08:00:00+00:00,2023-08-17T16:00:00+00:00,SHORT,289.23,9935.4,TP,bear
2023-08-17T12:00:00+00:00,2023-08-17T20:00:00+00:00,SHORT,297.9,10233.31,TP,bear
2023-08-17T16:00:00+00:00,2023-08-18T00:00:00+00:00,SHORT,306.84,10540.14,TP,bear
2023-08-17T20:00:00+00:00,2023-08-29T12:00:00+00:00,SHORT,-210.97,10329.17,SL,bear
2023-08-29T12:00:00+00:00,2023-08-31T12:00:00+00:00,LONG,-206.75,10122.42,SL,bull
2023-08-31T08:00:00+00:00,2023-08-31T16:00:00+00:00,LONG,-202.61,9919.81,SL,bull
2023-08-31T12:00:00+00:00,2023-08-31T20:00:00+00:00,LONG,-198.55,9721.26,SL,bull
2023-08-31T16:00:00+00:00,2023-09-01T16:00:00+00:00,LONG,-194.58,9526.68,SL,bull
2023-09-01T12:00:00+00:00,2023-09-12T16:00:00+00:00,SHORT,-190.69,9335.99,SL,bear
2023-09-12T12:00:00+00:00,2023-09-18T08:00:00+00:00,LONG,279.93,9615.92,TP,bull
2023-09-18T04:00:00+00:00,2023-09-18T12:00:00+00:00,LONG,288.32,9904.24,TP,bull
2023-09-18T08:00:00+00:00,2023-09-18T16:00:00+00:00,LONG,-198.24,9706.0,SL,bull
2023-09-18T12:00:00+00:00,2023-09-18T20:00:00+00:00,LONG,-194.28,9511.73,SL,bull
2023-09-18T16:00:00+00:00,2023-09-24T20:00:00+00:00,LONG,-190.39,9321.34,SL,bull
2023-09-25T00:00:00+00:00,2023-09-27T08:00:00+00:00,SHORT,-186.58,9134.76,SL,bear
2023-09-27T04:00:00+00:00,2023-09-27T12:00:00+00:00,SHORT,-182.84,8951.92,SL,bear
2023-09-27T12:00:00+00:00,2023-09-28T12:00:00+00:00,SHORT,-179.18,8772.74,SL,bear
2023-09-29T00:00:00+00:00,2023-10-01T20:00:00+00:00,SHORT,-175.6,8597.14,SL,bear
2023-10-01T20:00:00+00:00,2023-10-02T20:00:00+00:00,LONG,-172.08,8425.06,SL,bull
2023-10-02T16:00:00+00:00,2023-10-03T12:00:00+00:00,LONG,-168.64,8256.43,SL,bull
2023-10-03T08:00:00+00:00,2023-10-11T12:00:00+00:00,LONG,-165.26,8091.17,SL,bull
2023-10-11T08:00:00+00:00,2023-10-16T04:00:00+00:00,SHORT,-161.95,7929.21,SL,bear
2023-10-16T00:00:00+00:00,2023-10-16T08:00:00+00:00,SHORT,-158.71,7770.5,SL,bear
2023-10-16T12:00:00+00:00,2023-10-20T00:00:00+00:00,LONG,232.99,8003.49,TP,bull
2023-10-19T20:00:00+00:00,2023-10-20T08:00:00+00:00,LONG,239.98,8243.47,TP,bull
2023-10-20T04:00:00+00:00,2023-10-23T00:00:00+00:00,LONG,247.17,8490.64,TP,bull
2023-10-22T20:00:00+00:00,2023-10-23T16:00:00+00:00,LONG,254.58,8745.23,TP,bull
2023-10-23T12:00:00+00:00,2023-10-23T20:00:00+00:00,LONG,262.22,9007.44,TP,bull
2023-10-23T16:00:00+00:00,2023-10-24T00:00:00+00:00,LONG,270.08,9277.52,TP,bull
2023-10-23T20:00:00+00:00,2023-11-01T20:00:00+00:00,LONG,278.18,9555.7,TP,bull
2023-11-01T20:00:00+00:00,2023-11-02T16:00:00+00:00,LONG,-191.27,9364.43,SL,bull
2023-11-03T12:00:00+00:00,2023-11-09T00:00:00+00:00,LONG,280.78,9645.22,TP,bull
2023-11-09T00:00:00+00:00,2023-11-09T12:00:00+00:00,LONG,289.2,9934.42,TP,bull
2023-11-09T08:00:00+00:00,2023-11-09T16:00:00+00:00,LONG,-198.85,9735.57,SL,bull
2023-11-09T12:00:00+00:00,2023-11-14T12:00:00+00:00,LONG,-194.87,9540.7,SL,bull
2023-11-14T08:00:00+00:00,2023-11-14T16:00:00+00:00,LONG,-190.97,9349.74,SL,bull
2023-11-14T12:00:00+00:00,2023-11-15T16:00:00+00:00,LONG,280.34,9630.08,TP,bull
2023-11-15T12:00:00+00:00,2023-11-24T08:00:00+00:00,LONG,288.75,9918.83,TP,bull
2023-11-24T04:00:00+00:00,2023-12-01T16:00:00+00:00,LONG,297.41,10216.23,TP,bull
2023-12-01T12:00:00+00:00,2023-12-02T16:00:00+00:00,LONG,306.32,10522.56,TP,bull
2023-12-02T12:00:00+00:00,2023-12-03T20:00:00+00:00,LONG,315.51,10838.07,TP,bull
2023-12-03T16:00:00+00:00,2023-12-04T00:00:00+00:00,LONG,324.97,11163.03,TP,bull
2023-12-03T20:00:00+00:00,2023-12-04T04:00:00+00:00,LONG,334.71,11497.75,TP,bull
2023-12-04T00:00:00+00:00,2023-12-04T08:00:00+00:00,LONG,344.75,11842.5,TP,bull
2023-12-04T04:00:00+00:00,2023-12-05T16:00:00+00:00,LONG,355.09,12197.58,TP,bull
2023-12-05T12:00:00+00:00,2023-12-05T20:00:00+00:00,LONG,365.73,12563.31,TP,bull
2023-12-05T16:00:00+00:00,2023-12-11T00:00:00+00:00,LONG,-251.47,12311.85,SL,bull
2023-12-10T20:00:00+00:00,2023-12-11T04:00:00+00:00,LONG,-246.43,12065.41,SL,bull
2023-12-11T00:00:00+00:00,2023-12-11T16:00:00+00:00,SHORT,361.77,12427.18,TP,bear
2023-12-11T12:00:00+00:00,2023-12-13T20:00:00+00:00,SHORT,-248.74,12178.44,SL,bear
2023-12-13T16:00:00+00:00,2023-12-20T12:00:00+00:00,SHORT,-243.76,11934.68,SL,bear
2023-12-20T08:00:00+00:00,2023-12-26T16:00:00+00:00,LONG,-238.88,11695.79,SL,bull
2023-12-26T12:00:00+00:00,2023-12-29T20:00:00+00:00,LONG,-234.1,11461.69,SL,bull
2023-12-30T00:00:00+00:00,2024-01-01T16:00:00+00:00,SHORT,-229.42,11232.27,SL,bear
2024-01-02T00:00:00+00:00,2024-01-03T08:00:00+00:00,LONG,-224.83,11007.45,SL,bull
2024-01-03T04:00:00+00:00,2024-01-03T12:00:00+00:00,LONG,-220.33,10787.12,SL,bull
2024-01-03T16:00:00+00:00,2024-01-04T20:00:00+00:00,SHORT,-215.92,10571.21,SL,bear
2024-01-04T16:00:00+00:00,2024-01-08T16:00:00+00:00,LONG,316.97,10888.17,TP,bull
2024-01-08T12:00:00+00:00,2024-01-08T20:00:00+00:00,LONG,326.47,11214.64,TP,bull
2024-01-08T16:00:00+00:00,2024-01-09T20:00:00+00:00,LONG,-224.47,10990.17,SL,bull
2024-01-09T16:00:00+00:00,2024-01-10T08:00:00+00:00,LONG,-219.98,10770.19,SL,bull
2024-01-10T04:00:00+00:00,2024-01-11T12:00:00+00:00,LONG,322.93,11093.13,TP,bull
2024-01-11T08:00:00+00:00,2024-01-12T12:00:00+00:00,LONG,-222.04,10871.09,SL,bull
2024-01-12T08:00:00+00:00,2024-01-12T20:00:00+00:00,SHORT,325.96,11197.04,TP,bear
2024-01-12T16:00:00+00:00,2024-01-22T16:00:00+00:00,SHORT,335.73,11532.78,TP,bear
2024-01-22T12:00:00+00:00,2024-01-23T08:00:00+00:00,SHORT,345.8,11878.58,TP,bear
2024-01-23T04:00:00+00:00,2024-01-26T08:00:00+00:00,SHORT,-237.76,11640.81,SL,bear
2024-01-26T04:00:00+00:00,2024-01-26T12:00:00+00:00,SHORT,-233.0,11407.81,SL,bear
2024-01-26T08:00:00+00:00,2024-01-29T16:00:00+00:00,LONG,342.05,11749.86,TP,bull
2024-01-29T12:00:00+00:00,2024-02-07T20:00:00+00:00,LONG,352.31,12102.17,TP,bull
2024-02-07T16:00:00+00:00,2024-02-08T12:00:00+00:00,LONG,362.87,12465.04,TP,bull
2024-02-08T08:00:00+00:00,2024-02-09T00:00:00+00:00,LONG,373.75,12838.79,TP,bull
2024-02-08T20:00:00+00:00,2024-02-09T08:00:00+00:00,LONG,384.96,13223.75,TP,bull
2024-02-09T04:00:00+00:00,2024-02-09T16:00:00+00:00,LONG,396.5,13620.25,TP,bull
2024-02-09T12:00:00+00:00,2024-02-12T12:00:00+00:00,LONG,408.39,14028.64,TP,bull
2024-02-12T08:00:00+00:00,2024-02-12T16:00:00+00:00,LONG,420.63,14449.28,TP,bull
2024-02-12T12:00:00+00:00,2024-02-13T12:00:00+00:00,LONG,-289.22,14160.06,SL,bull
2024-02-13T08:00:00+00:00,2024-02-13T16:00:00+00:00,LONG,-283.43,13876.63,SL,bull
2024-02-13T12:00:00+00:00,2024-02-14T08:00:00+00:00,LONG,416.08,14292.71,TP,bull
2024-02-14T04:00:00+00:00,2024-02-14T12:00:00+00:00,LONG,428.55,14721.26,TP,bull
2024-02-14T08:00:00+00:00,2024-02-26T16:00:00+00:00,LONG,441.4,15162.67,TP,bull
2024-02-26T12:00:00+00:00,2024-02-26T20:00:00+00:00,LONG,454.64,15617.3,TP,bull
2024-02-26T16:00:00+00:00,2024-02-27T00:00:00+00:00,LONG,468.27,16085.57,TP,bull
2024-02-26T20:00:00+00:00,2024-02-27T04:00:00+00:00,LONG,482.31,16567.88,TP,bull
2024-02-27T00:00:00+00:00,2024-02-28T04:00:00+00:00,LONG,496.77,17064.65,TP,bull
2024-02-28T00:00:00+00:00,2024-02-28T08:00:00+00:00,LONG,511.67,17576.32,TP,bull
2024-02-28T04:00:00+00:00,2024-02-28T12:00:00+00:00,LONG,527.01,18103.33,TP,bull
2024-02-28T08:00:00+00:00,2024-02-28T16:00:00+00:00,LONG,542.81,18646.14,TP,bull
2024-02-28T12:00:00+00:00,2024-03-04T00:00:00+00:00,LONG,559.09,19205.22,TP,bull
2024-03-03T20:00:00+00:00,2024-03-04T12:00:00+00:00,LONG,575.85,19781.07,TP,bull
2024-03-04T08:00:00+00:00,2024-03-04T20:00:00+00:00,LONG,593.12,20374.19,TP,bull
2024-03-04T16:00:00+00:00,2024-03-05T04:00:00+00:00,LONG,-407.81,19966.38,SL,bull
2024-03-05T00:00:00+00:00,2024-03-05T08:00:00+00:00,LONG,-399.65,19566.73,SL,bull
2024-03-05T04:00:00+00:00,2024-03-05T16:00:00+00:00,LONG,-391.65,19175.08,SL,bull
2024-03-05T12:00:00+00:00,2024-03-05T20:00:00+00:00,LONG,-383.81,18791.28,SL,bull
2024-03-05T16:00:00+00:00,2024-03-06T04:00:00+00:00,SHORT,-376.13,18415.15,SL,bear
2024-03-06T00:00:00+00:00,2024-03-06T08:00:00+00:00,SHORT,-368.6,18046.55,SL,bear
2024-03-06T08:00:00+00:00,2024-03-13T08:00:00+00:00,LONG,541.11,18587.66,TP,bull
2024-03-13T04:00:00+00:00,2024-03-14T16:00:00+00:00,LONG,-372.05,18215.61,SL,bull
2024-03-14T12:00:00+00:00,2024-03-15T00:00:00+00:00,LONG,-364.6,17851.01,SL,bull
2024-03-14T20:00:00+00:00,2024-03-15T04:00:00+00:00,LONG,-357.31,17493.7,SL,bull
2024-03-15T00:00:00+00:00,2024-03-19T08:00:00+00:00,SHORT,524.53,18018.23,TP,bear
2024-03-19T04:00:00+00:00,2024-03-25T12:00:00+00:00,SHORT,-360.65,17657.58,SL,bear
2024-03-25T12:00:00+00:00,2024-04-02T00:00:00+00:00,LONG,-353.43,17304.14,SL,bull
2024-04-01T20:00:00+00:00,2024-04-02T04:00:00+00:00,LONG,-346.36,16957.78,SL,bull
2024-04-02T00:00:00+00:00,2024-04-07T16:00:00+00:00,LONG,508.46,17466.25,TP,bull
2024-04-08T08:00:00+00:00,2024-04-09T04:00:00+00:00,LONG,-349.6,17116.64,SL,bull
2024-04-09T12:00:00+00:00,2024-04-12T16:00:00+00:00,SHORT,513.23,17629.87,TP,bear
2024-04-12T12:00:00+00:00,2024-04-12T20:00:00+00:00,LONG,-352.88,17276.99,SL,bull
2024-04-12T16:00:00+00:00,2024-04-13T20:00:00+00:00,SHORT,518.03,17795.02,TP,bear
2024-04-13T20:00:00+00:00,2024-05-01T04:00:00+00:00,SHORT,533.57,18328.59,TP,bear
2024-05-01T00:00:00+00:00,2024-05-01T08:00:00+00:00,SHORT,549.56,18878.15,TP,bear
2024-05-01T04:00:00+00:00,2024-05-03T12:00:00+00:00,SHORT,-377.87,18500.29,SL,bear
2024-05-03T08:00:00+00:00,2024-05-03T16:00:00+00:00,SHORT,-370.3,18129.98,SL,bear
2024-05-03T12:00:00+00:00,2024-05-04T08:00:00+00:00,SHORT,-362.89,17767.1,SL,bear
2024-05-04T04:00:00+00:00,2024-05-06T08:00:00+00:00,SHORT,-355.63,17411.47,SL,bear
2024-05-06T04:00:00+00:00,2024-05-07T20:00:00+00:00,LONG,-348.51,17062.96,SL,bull
2024-05-08T20:00:00+00:00,2024-05-09T20:00:00+00:00,SHORT,-341.53,16721.43,SL,bear
2024-05-09T20:00:00+00:00,2024-05-10T12:00:00+00:00,LONG,-334.7,16386.73,SL,bull
2024-05-10T08:00:00+00:00,2024-05-10T16:00:00+00:00,LONG,-328.0,16058.74,SL,bull
2024-05-10T12:00:00+00:00,2024-05-15T12:00:00+00:00,LONG,481.51,16540.24,TP,bull
2024-05-15T16:00:00+00:00,2024-05-20T16:00:00+00:00,LONG,495.94,17036.18,TP,bull
2024-05-20T12:00:00+00:00,2024-05-20T20:00:00+00:00,LONG,510.81,17547.0,TP,bull
2024-05-20T16:00:00+00:00,2024-05-23T12:00:00+00:00,LONG,-351.22,17195.78,SL,bull
2024-05-23T08:00:00+00:00,2024-05-23T16:00:00+00:00,LONG,-344.19,16851.59,SL,bull
2024-05-23T12:00:00+00:00,2024-06-05T00:00:00+00:00,LONG,505.28,17356.86,TP,bull
2024-06-04T20:00:00+00:00,2024-06-07T16:00:00+00:00,LONG,-347.41,17009.45,SL,bull
2024-06-07T12:00:00+00:00,2024-06-07T20:00:00+00:00,LONG,-340.46,16668.99,SL,bull
2024-06-07T16:00:00+00:00,2024-06-11T04:00:00+00:00,LONG,-333.65,16335.34,SL,bull
2024-06-11T00:00:00+00:00,2024-06-11T12:00:00+00:00,SHORT,489.8,16825.14,TP,bear
2024-06-11T20:00:00+00:00,2024-06-12T12:00:00+00:00,SHORT,-336.77,16488.37,SL,bear
2024-06-13T00:00:00+00:00,2024-06-18T12:00:00+00:00,SHORT,494.39,16982.75,TP,bear
2024-06-18T08:00:00+00:00,2024-06-24T00:00:00+00:00,SHORT,509.21,17491.97,TP,bear
2024-06-23T20:00:00+00:00,2024-06-24T08:00:00+00:00,SHORT,524.48,18016.44,TP,bear
2024-06-24T04:00:00+00:00,2024-06-24T12:00:00+00:00,SHORT,540.21,18556.65,TP,bear
2024-06-24T08:00:00+00:00,2024-06-24T16:00:00+00:00,SHORT,556.4,19113.05,TP,bear
2024-06-24T12:00:00+00:00,2024-06-24T20:00:00+00:00,SHORT,573.09,19686.14,TP,bear
2024-06-24T16:00:00+00:00,2024-06-25T00:00:00+00:00,SHORT,-394.04,19292.1,SL,bear
2024-06-24T20:00:00+00:00,2024-06-25T12:00:00+00:00,SHORT,-386.15,18905.95,SL,bear
